Ugur,Year,State,Variable,Value
8.Ulag işleri we ýükleri saklamak,2023,Döwlet,Işden çykanlaryň sany,7500.0
8.Ulag işleri we ýükleri saklamak,2023,Döwlet,Ý.B. Işgärler göterimde %,
8.Ulag işleri we ýükleri saklamak,2023,Döwlet,Kabul edilen ÝBI sany,863.0
8.Ulag işleri we ýükleri saklamak,2023,Döwlet dahylsyz,Işgärleriň sany,6800.0
8.Ulag işleri we ýükleri saklamak,2023,Döwlet dahylsyz,Işe kabul edilenleriň sany,3200.0
8.Ulag işleri we ýükleri saklamak,2023,Döwlet dahylsyz,Işden çykanlaryň sany,3100.0
8.Ulag işleri we ýükleri saklamak,2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
8.Ulag işleri we ýükleri saklamak,2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,1503.0
8.Ulag işleri we ýükleri saklamak,2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,707.0
8.Ulag işleri we ýükleri saklamak,2023,JEMI,Işgärleriň sany,53500.0
8.Ulag işleri we ýükleri saklamak,2023,JEMI,Ý.B. Işgärleriň sany,6360.0
8.Ulag işleri we ýükleri saklamak,2023,JEMI,Kabul edilen ÝBI sany,1570.0
8.Ulag işleri we ýükleri saklamak,2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
8.Ulag işleri we ýükleri saklamak,2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,173.0
8.Ulag işleri we ýükleri saklamak,2023,JEMI,ÝOM tamamlanlar,350.0
8.Ulag işleri we ýükleri saklamak,2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,189.0
8.Ulag işleri we ýükleri saklamak,2023,JEMI,ÝOM kwota,700.0
8.Ulag işleri we ýükleri saklamak,2023,JEMI,Döredilen ýuridik şahslar,156.0
8.Ulag işleri we ýükleri saklamak,2023,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,4704.0
8.Ulag işleri we ýükleri saklamak,2023,JEMI,Ortaça aýlyk haky,2515.0
9.Myhmanhanalaryň we restoranlaryň işleri, 2023,Döwlet,Işe kabul edilenleriň sany,2800.0
9.Myhmanhanalaryň we restoranlaryň işleri, 2023,Döwlet,Ý.B. Işgärleriň sany,446.0
9.Myhmanhanalaryň we restoranlaryň işleri,2023,Döwlet,Işgärleriň sany,4800.0
9.Myhmanhanalaryň we restoranlaryň işleri,2023,Döwlet,Işden çykanlaryň sany,2800.0
9.Myhmanhanalaryň we restoranlaryň işleri,2023,Döwlet,Ý.B. Işgärler göterimde %,
9.Myhmanhanalaryň we restoranlaryň işleri,2023,Döwlet,Kabul edilen ÝBI sany,260.0
9.Myhmanhanalaryň we restoranlaryň işleri,2023,Döwlet dahylsyz,Işgärleriň sany,1200.0
9.Myhmanhanalaryň we restoranlaryň işleri,2023,Döwlet dahylsyz,Işe kabul edilenleriň sany,800.0
9.Myhmanhanalaryň we restoranlaryň işleri,2023,Döwlet dahylsyz,Işden çykanlaryň sany,700.0
9.Myhmanhanalaryň we restoranlaryň işleri,2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
9.Myhmanhanalaryň we restoranlaryň işleri,2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,166.0
9.Myhmanhanalaryň we restoranlaryň işleri,2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,110.0
9.Myhmanhanalaryň we restoranlaryň işleri,2023,JEMI,Işgärleriň sany,6000.0
9.Myhmanhanalaryň we restoranlaryň işleri,2023,JEMI,Ý.B. Işgärleriň sany,612.0
9.Myhmanhanalaryň we restoranlaryň işleri,2023,JEMI,Kabul edilen ÝBI sany,371.0
9.Myhmanhanalaryň we restoranlaryň işleri,2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
9.Myhmanhanalaryň we restoranlaryň işleri,2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,17.0
9.Myhmanhanalaryň we restoranlaryň işleri,2023,JEMI,ÝOM tamamlanlar,50.0
9.Myhmanhanalaryň we restoranlaryň işleri,2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,6.0
9.Myhmanhanalaryň we restoranlaryň işleri,2023,JEMI,ÝOM kwota,84.0
9.Myhmanhanalaryň we restoranlaryň işleri,2023,JEMI,Döredilen ýuridik şahslar,12.0
9.Myhmanhanalaryň we restoranlaryň işleri,2023,JEMI,Ortaça aýlyk haky,2067.0
10.Habar beriş serişdeleri we aragatnaşyk, 2023,Döwlet,Işe kabul edilenleriň sany,2000.0
10.Habar beriş serişdeleri we aragatnaşyk, 2023,Döwlet,Ý.B. Işgärleriň sany,3678.0
10.Habar beriş serişdeleri we aragatnaşyk,2023,Döwlet,Işgärleriň sany,17600.0
10.Habar beriş serişdeleri we aragatnaşyk,2023,Döwlet,Işden çykanlaryň sany,1900.0
10.Habar beriş serişdeleri we aragatnaşyk,2023,Döwlet,Ý.B. Işgärler göterimde %,
10.Habar beriş serişdeleri we aragatnaşyk,2023,Döwlet,Kabul edilen ÝBI sany,418.0
10.Habar beriş serişdeleri we aragatnaşyk,2023,Döwlet dahylsyz,Işgärleriň sany,700.0
10.Habar beriş serişdeleri we aragatnaşyk,2023,Döwlet dahylsyz,Işe kabul edilenleriň sany,300.0
10.Habar beriş serişdeleri we aragatnaşyk,2023,Döwlet dahylsyz,Işden çykanlaryň sany,300.0
10.Habar beriş serişdeleri we aragatnaşyk,2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
10.Habar beriş serişdeleri we aragatnaşyk,2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,377.0
10.Habar beriş serişdeleri we aragatnaşyk,2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,161.0
10.Habar beriş serişdeleri we aragatnaşyk,2023,JEMI,Işgärleriň sany,18300.0
10.Habar beriş serişdeleri we aragatnaşyk,2023,JEMI,Ý.B. Işgärleriň sany,4055.0
10.Habar beriş serişdeleri we aragatnaşyk,2023,JEMI,Kabul edilen ÝBI sany,579.0
10.Habar beriş serişdeleri we aragatnaşyk,2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
10.Habar beriş serişdeleri we aragatnaşyk,2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,110.0
10.Habar beriş serişdeleri we aragatnaşyk,2023,JEMI,ÝOM tamamlanlar,450.0
10.Habar beriş serişdeleri we aragatnaşyk,2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,93.0
10.Habar beriş serişdeleri we aragatnaşyk,2023,JEMI,ÝOM kwota,750.0
10.Habar beriş serişdeleri we aragatnaşyk,2023,JEMI,Döredilen ýuridik şahslar,21.0
10.Habar beriş serişdeleri we aragatnaşyk,2023,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,135.0
10.Habar beriş serişdeleri we aragatnaşyk,2023,JEMI,Ortaça aýlyk haky,2445.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak, 2023,Döwlet,Işe kabul edilenleriň sany,1900.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak, 2023,Döwlet,Ý.B. Işgärleriň sany,5347.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2023,Döwlet,Işgärleriň sany,11700.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2023,Döwlet,Işden çykanlaryň sany,1700.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2023,Döwlet,Ý.B. Işgärler göterimde %,
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2023,Döwlet,Kabul edilen ÝBI sany,868.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2023,Döwlet dahylsyz,Işgärleriň sany,100.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,50.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,0.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2023,JEMI,Işgärleriň sany,11800.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2023,JEMI,Ý.B. Işgärleriň sany,5397.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2023,JEMI,Kabul edilen ÝBI sany,868.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,147.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2023,JEMI,ÝOM tamamlanlar,200.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,558.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2023,JEMI,ÝOM kwota,500.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2023,JEMI,Döredilen ýuridik şahslar,11.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2023,JEMI,Ortaça aýlyk haky,2887.0
12.Gozgalmaýan emläk bilen bagly amallar, 2023,Döwlet,Işe kabul edilenleriň sany,1600.0
12.Gozgalmaýan emläk bilen bagly amallar, 2023,Döwlet,Ý.B. Işgärleriň sany,544.0
12.Gozgalmaýan emläk bilen bagly amallar,2023,Döwlet,Işgärleriň sany,8000.0
12.Gozgalmaýan emläk bilen bagly amallar,2023,Döwlet,Işden çykanlaryň sany,1500.0
12.Gozgalmaýan emläk bilen bagly amallar,2023,Döwlet,Ý.B. Işgärler göterimde %,
12.Gozgalmaýan emläk bilen bagly amallar,2023,Döwlet,Kabul edilen ÝBI sany,109.0
12.Gozgalmaýan emläk bilen bagly amallar,2023,Döwlet dahylsyz,Işgärleriň sany,2700.0
12.Gozgalmaýan emläk bilen bagly amallar,2023,Döwlet dahylsyz,Işe kabul edilenleriň sany,900.0
12.Gozgalmaýan emläk bilen bagly amallar,2023,Döwlet dahylsyz,Işden çykanlaryň sany,900.0
12.Gozgalmaýan emläk bilen bagly amallar,2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
12.Gozgalmaýan emläk bilen bagly amallar,2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,764.0
12.Gozgalmaýan emläk bilen bagly amallar,2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,255.0
12.Gozgalmaýan emläk bilen bagly amallar,2023,JEMI,Işgärleriň sany,10700.0
12.Gozgalmaýan emläk bilen bagly amallar,2023,JEMI,Ý.B. Işgärleriň sany,1308.0
12.Gozgalmaýan emläk bilen bagly amallar,2023,JEMI,Kabul edilen ÝBI sany,364.0
12.Gozgalmaýan emläk bilen bagly amallar,2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
12.Gozgalmaýan emläk bilen bagly amallar,2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,36.0
12.Gozgalmaýan emläk bilen bagly amallar,2023,JEMI,ÝOM tamamlanlar,100.0
12.Gozgalmaýan emläk bilen bagly amallar,2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,41.0
12.Gozgalmaýan emläk bilen bagly amallar,2023,JEMI,ÝOM kwota,100.0
12.Gozgalmaýan emläk bilen bagly amallar,2023,JEMI,Döredilen ýuridik şahslar,21.0
12.Gozgalmaýan emläk bilen bagly amallar,2023,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,3715.0
12.Gozgalmaýan emläk bilen bagly amallar,2023,JEMI,Ortaça aýlyk haky,2046.0
"13.Hünärmenlik, ylmy we tehniki işler", 2023,Döwlet,Işe kabul edilenleriň sany,4500.0
"13.Hünärmenlik, ylmy we tehniki işler", 2023,Döwlet,Ý.B. Işgärleriň sany,8624.0
"13.Hünärmenlik, ylmy we tehniki işler",2023,Döwlet,Işgärleriň sany,22400.0
"13.Hünärmenlik, ylmy we tehniki işler",2023,Döwlet,Işden çykanlaryň sany,4400.0
"13.Hünärmenlik, ylmy we tehniki işler",2023,Döwlet,Ý.B. Işgärler göterimde %,
"13.Hünärmenlik, ylmy we tehniki işler",2023,Döwlet,Kabul edilen ÝBI sany,1733.0
"13.Hünärmenlik, ylmy we tehniki işler",2023,Döwlet dahylsyz,Işgärleriň sany,2300.0
"13.Hünärmenlik, ylmy we tehniki işler",2023,Döwlet dahylsyz,Işe kabul edilenleriň sany,1000.0
"13.Hünärmenlik, ylmy we tehniki işler",2023,Döwlet dahylsyz,Işden çykanlaryň sany,800.0
"13.Hünärmenlik, ylmy we tehniki işler",2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
"13.Hünärmenlik, ylmy we tehniki işler",2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,1263.0
"13.Hünärmenlik, ylmy we tehniki işler",2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,549.0
"13.Hünärmenlik, ylmy we tehniki işler",2023,JEMI,Işgärleriň sany,24700.0
"13.Hünärmenlik, ylmy we tehniki işler",2023,JEMI,Ý.B. Işgärleriň sany,9887.0
"13.Hünärmenlik, ylmy we tehniki işler",2023,JEMI,Kabul edilen ÝBI sany,2282.0
"13.Hünärmenlik, ylmy we tehniki işler",2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
"13.Hünärmenlik, ylmy we tehniki işler",2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,269.0
"13.Hünärmenlik, ylmy we tehniki işler",2023,JEMI,ÝOM tamamlanlar,200.0
"13.Hünärmenlik, ylmy we tehniki işler",2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,547.0
"13.Hünärmenlik, ylmy we tehniki işler",2023,JEMI,ÝOM kwota,265.0
"13.Hünärmenlik, ylmy we tehniki işler",2023,JEMI,Döredilen ýuridik şahslar,40.0
"13.Hünärmenlik, ylmy we tehniki işler",2023,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,579.0
"13.Hünärmenlik, ylmy we tehniki işler",2023,JEMI,Ortaça aýlyk haky,2552.0
14.Administratiw we kömekçi işler, 2023,Döwlet,Işe kabul edilenleriň sany,5000.0
14.Administratiw we kömekçi işler, 2023,Döwlet,Ý.B. Işgärleriň sany,989.0
14.Administratiw we kömekçi işler,2023,Döwlet,Işgärleriň sany,20600.0
14.Administratiw we kömekçi işler,2023,Döwlet,Işden çykanlaryň sany,4000.0
14.Administratiw we kömekçi işler,2023,Döwlet,Ý.B. Işgärler göterimde %,
14.Administratiw we kömekçi işler,2023,Döwlet,Kabul edilen ÝBI sany,240.0
14.Administratiw we kömekçi işler,2023,Döwlet dahylsyz,Işgärleriň sany,3500.0
14.Administratiw we kömekçi işler,2023,Döwlet dahylsyz,Işe kabul edilenleriň sany,2500.0
14.Administratiw we kömekçi işler,2023,Döwlet dahylsyz,Işden çykanlaryň sany,3100.0
14.Administratiw we kömekçi işler,2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
14.Administratiw we kömekçi işler,2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,938.0
14.Administratiw we kömekçi işler,2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,670.0
14.Administratiw we kömekçi işler,2023,JEMI,Işgärleriň sany,24100.0
14.Administratiw we kömekçi işler,2023,JEMI,Ý.B. Işgärleriň sany,1927.0
14.Administratiw we kömekçi işler,2023,JEMI,Kabul edilen ÝBI sany,910.0
14.Administratiw we kömekçi işler,2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
14.Administratiw we kömekçi işler,2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,52.0
14.Administratiw we kömekçi işler,2023,JEMI,ÝOM tamamlanlar,100.0
14.Administratiw we kömekçi işler,2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,264.0
14.Administratiw we kömekçi işler,2023,JEMI,ÝOM kwota,200.0
14.Administratiw we kömekçi işler,2023,JEMI,Döredilen ýuridik şahslar,57.0
14.Administratiw we kömekçi işler,2023,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,746.0
14.Administratiw we kömekçi işler,2023,JEMI,Ortaça aýlyk haky,2152.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik, 2023,Döwlet,Işe kabul edilenleriň sany,5100.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik, 2023,Döwlet,Ý.B. Işgärleriň sany,19572.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2023,Döwlet,Işgärleriň sany,46600.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2023,Döwlet,Işden çykanlaryň sany,4700.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2023,Döwlet,Ý.B. Işgärler göterimde %,
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2023,Döwlet,Kabul edilen ÝBI sany,2142.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,0.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,0.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2023,JEMI,Işgärleriň sany,46600.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2023,JEMI,Ý.B. Işgärleriň sany,19572.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2023,JEMI,Kabul edilen ÝBI sany,2142.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,533.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2023,JEMI,ÝOM tamamlanlar,200.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,123.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2023,JEMI,ÝOM kwota,300.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2023,JEMI,Döredilen ýuridik şahslar,39.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2023,JEMI,Ortaça aýlyk haky,3141.0
16.Bilim, 2023,Döwlet,Işe kabul edilenleriň sany,17000.0
16.Bilim, 2023,Döwlet,Ý.B. Işgärleriň sany,76129.0
16.Bilim,2023,Döwlet,Işgärleriň sany,190800.0
16.Bilim,2023,Döwlet,Işden çykanlaryň sany,13500.0
16.Bilim,2023,Döwlet,Ý.B. Işgärler göterimde %,
16.Bilim,2023,Döwlet,Kabul edilen ÝBI sany,6783.0
16.Bilim,2023,Döwlet dahylsyz,Işgärleriň sany,1100.0
16.Bilim,2023,Döwlet dahylsyz,Işe kabul edilenleriň sany,800.0
16.Bilim,2023,Döwlet dahylsyz,Işden çykanlaryň sany,500.0
16.Bilim,2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
16.Bilim,2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,758.0
16.Bilim,2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,551.0
16.Bilim,2023,JEMI,Işgärleriň sany,191900.0
16.Bilim,2023,JEMI,Ý.B. Işgärleriň sany,76887.0
16.Bilim,2023,JEMI,Kabul edilen ÝBI sany,7334.0
16.Bilim,2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
16.Bilim,2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,2092.0
16.Bilim,2023,JEMI,ÝOM tamamlanlar,3000.0
16.Bilim,2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,5305.0
16.Bilim,2023,JEMI,ÝOM kwota,5500.0
16.Bilim,2023,JEMI,Döredilen ýuridik şahslar,29.0
16.Bilim,2023,JEMI,Ortaça aýlyk haky,2602.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek, 2023,Döwlet,Işe kabul edilenleriň sany,7900.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek, 2023,Döwlet,Ý.B. Işgärleriň sany,13409.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,Döwlet,Işgärleriň sany,60400.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,Döwlet,Işden çykanlaryň sany,6100.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,Döwlet,Ý.B. Işgärler göterimde %,
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,Döwlet,Kabul edilen ÝBI sany,1754.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,Döwlet dahylsyz,Işgärleriň sany,200.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,Döwlet dahylsyz,Işe kabul edilenleriň sany,100.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,Döwlet dahylsyz,Işden çykanlaryň sany,100.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,117.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,58.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,JEMI,Işgärleriň sany,60600.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,JEMI,Ý.B. Işgärleriň sany,13526.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,JEMI,Kabul edilen ÝBI sany,1812.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,368.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,JEMI,ÝOM tamamlanlar,900.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,379.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,JEMI,ÝOM kwota,1000.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,JEMI,Döredilen ýuridik şahslar,10.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2023,JEMI,Ortaça aýlyk haky,2423.0
"18.Sungat, dynç alyş we göwün açyş ", 2023,Döwlet,Işe kabul edilenleriň sany,4800.0
"18.Sungat, dynç alyş we göwün açyş ", 2023,Döwlet,Ý.B. Işgärleriň sany,5266.0
"18.Sungat, dynç alyş we göwün açyş ",2023,Döwlet,Işgärleriň sany,22700.0
"18.Sungat, dynç alyş we göwün açyş ",2023,Döwlet,Işden çykanlaryň sany,4300.0
"18.Sungat, dynç alyş we göwün açyş ",2023,Döwlet,Ý.B. Işgärler göterimde %,
"18.Sungat, dynç alyş we göwün açyş ",2023,Döwlet,Kabul edilen ÝBI sany,1114.0
"18.Sungat, dynç alyş we göwün açyş ",2023,Döwlet dahylsyz,Işgärleriň sany,600.0
"18.Sungat, dynç alyş we göwün açyş ",2023,Döwlet dahylsyz,Işe kabul edilenleriň sany,400.0
"18.Sungat, dynç alyş we göwün açyş ",2023,Döwlet dahylsyz,Işden çykanlaryň sany,200.0
"18.Sungat, dynç alyş we göwün açyş ",2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
"18.Sungat, dynç alyş we göwün açyş ",2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,146.0
"18.Sungat, dynç alyş we göwün açyş ",2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,97.0
"18.Sungat, dynç alyş we göwün açyş ",2023,JEMI,Işgärleriň sany,23300.0
"18.Sungat, dynç alyş we göwün açyş ",2023,JEMI,Ý.B. Işgärleriň sany,5412.0
"18.Sungat, dynç alyş we göwün açyş ",2023,JEMI,Kabul edilen ÝBI sany,1211.0
"18.Sungat, dynç alyş we göwün açyş ",2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
"18.Sungat, dynç alyş we göwün açyş ",2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,147.0
"18.Sungat, dynç alyş we göwün açyş ",2023,JEMI,ÝOM tamamlanlar,600.0
"18.Sungat, dynç alyş we göwün açyş ",2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,153.0
"18.Sungat, dynç alyş we göwün açyş ",2023,JEMI,ÝOM kwota,1200.0
"18.Sungat, dynç alyş we göwün açyş ",2023,JEMI,Döredilen ýuridik şahslar,39.0
"18.Sungat, dynç alyş we göwün açyş ",2023,JEMI,Ortaça aýlyk haky,2178.0
19.Gaýry hyzmat ediş işler, 2023,Döwlet,Işe kabul edilenleriň sany,500.0
19.Gaýry hyzmat ediş işler, 2023,Döwlet,Ý.B. Işgärleriň sany,996.0
19.Gaýry hyzmat ediş işler,2023,Döwlet,Işgärleriň sany,2700.0
19.Gaýry hyzmat ediş işler,2023,Döwlet,Işden çykanlaryň sany,400.0
19.Gaýry hyzmat ediş işler,2023,Döwlet,Ý.B. Işgärler göterimde %,
19.Gaýry hyzmat ediş işler,2023,Döwlet,Kabul edilen ÝBI sany,185.0
19.Gaýry hyzmat ediş işler,2023,Döwlet dahylsyz,Işgärleriň sany,600.0
19.Gaýry hyzmat ediş işler,2023,Döwlet dahylsyz,Işe kabul edilenleriň sany,100.0
19.Gaýry hyzmat ediş işler,2023,Döwlet dahylsyz,Işden çykanlaryň sany,100.0
19.Gaýry hyzmat ediş işler,2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
19.Gaýry hyzmat ediş işler,2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,197.0
19.Gaýry hyzmat ediş işler,2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,33.0
19.Gaýry hyzmat ediş işler,2023,JEMI,Işgärleriň sany,3300.0
19.Gaýry hyzmat ediş işler,2023,JEMI,Ý.B. Işgärleriň sany,1193.0
19.Gaýry hyzmat ediş işler,2023,JEMI,Kabul edilen ÝBI sany,217.0
19.Gaýry hyzmat ediş işler,2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
19.Gaýry hyzmat ediş işler,2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,32.0
19.Gaýry hyzmat ediş işler,2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,12.0
19.Gaýry hyzmat ediş işler,2023,JEMI,Döredilen ýuridik şahslar,15.0
19.Gaýry hyzmat ediş işler,2023,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,1389.0
19.Gaýry hyzmat ediş işler,2023,JEMI,Ortaça aýlyk haky,2238.0
20.Işleriň gaýry görnüşleri , 2023,Döwlet,Ý.B. Işgärleriň sany,0.0
20.Işleriň gaýry görnüşleri ,2023,Döwlet,Kabul edilen ÝBI sany,0.0
20.Işleriň gaýry görnüşleri ,2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,0.0
20.Işleriň gaýry görnüşleri ,2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,0.0
20.Işleriň gaýry görnüşleri ,2023,JEMI,Işgärleriň sany,0.0
20.Işleriň gaýry görnüşleri ,2023,JEMI,Ý.B. Işgärleriň sany,0.0
